,SUBURB,ADDRESS,bedroom_count,Type,dwelling_type,sold_price,Method,agency_name,Date Sold,postcode,Population,Distance from CBD,Hospital,School,Super Market,latitude,longitude
418,ERSKINEVILLE,"16 Malcolm Street, Erskineville",4,h,House,1480000.0,Private Treaty,Ray White Surry Hills | Alexandria | Glebe | Erskineville,18/05/2018,2043,8014,4.2,0,2,0,-33.900898,151.186752
419,ERSKINEVILLE,"32 Septimus Street, Erskineville",2,h,House,1005000.0,Private Treaty,Ray White Surry Hills | Alexandria | Glebe | Erskineville,18/05/2018,2043,8014,4.2,0,2,0,-33.89832,151.1833
420,FAIRLIGHT,"7 La Perouse Street, Fairlight",2,h,House,2500000.0,Private Treaty,Cunninghams Real Estate,18/05/2018,2094,5841,9.8,0,0,0,-33.794309999999996,151.27005
421,FRENCHS FOREST,"89A Prince Charles Road, Frenchs Forest",3,h,House,1340000.0,Private Treaty,Century 21 Seiwa,18/05/2018,2086,13476,13.0,1,5,0,-33.7420578,151.220047
422,FRENCHS FOREST,"5 Nyorie Place, Frenchs Forest",5,h,House,1462200.0,Private Treaty,Ray White Group,18/05/2018,2086,13476,13.0,1,5,0,-33.74494,151.21868899999998
423,FRENCHS FOREST,"3 Noorong Avenue, Frenchs Forest",5,h,House,1930000.0,others,Ray White Group,18/05/2018,2086,13476,13.0,1,5,0,-33.7421951,151.2318
424,GLENMORE PARK,"59 Monarch Circuit, Glenmore Park",4,h,House,927500.0,Private Treaty,Glenmore Park Realty,18/05/2018,2745,23002,54.6,0,7,0,-33.796890000000005,150.678543
425,GLENMORE PARK,"5 Hassall Way, Glenmore Park",3,h,House,791500.0,Private Treaty,Glenmore Park Realty,18/05/2018,2745,23002,54.6,0,7,0,-33.8048172,150.681366
426,GLENWOOD,"25 Boonderoo Avenue, Glenwood",4,h,House,1100000.0,Private Treaty,Harcourts Hills Living,18/05/2018,2768,16128,29.9,0,5,0,-33.7401047,150.935379
427,HABERFIELD,"41 Northcote Street, Haberfield",4,h,House,2200000.0,Private Treaty,Callagher Estate Agents,18/05/2018,2045,6453,6.5,0,3,0,-33.874797799999996,151.13295
428,HABERFIELD,"41 Northcote Street, Haberfield",4,h,House,2200000.0,Private Treaty,Callagher Estate Agents,18/05/2018,2045,6453,6.5,0,3,0,-33.874797799999996,151.13295
429,HORNSBY,"25 Galston Road, Hornsby",3,h,House,1020000.0,Private Treaty,Soames Real Estate Upper North Shore,18/05/2018,2077,22167,20.6,1,6,0,-33.6884842,151.097061
430,HUNTERS HILL,"36 Auburn Street, Hunters Hill",4,h,House,2000000.0,Auction,Belle Property Hunters Hill,18/05/2018,2110,9529,6.3,0,5,0,-33.8291779,151.131531
431,KINGSFORD,"8/44-46 Houston Road, Kingsford",2,u,Apartment / Unit / Flat,740000.0,Private Treaty,Primus Property,18/05/2018,2032,15484,6.7,0,1,0,-33.9219,151.225784
432,LANE COVE,"4/2 Taylors  Drive, Lane Cove",3,u,Apartment / Unit / Flat,1150000.0,Private Treaty,Belle Property Lane Cove,18/05/2018,2066,10815,6.8,0,7,0,-33.802673299999995,151.1471
433,LINDFIELD,"35/234 Pacific Highway, Lindfield",3,u,Apartment / Unit / Flat,1090000.0,others,Stone Real Estate Lindfield,18/05/2018,2070,9794,10.7,0,7,0,-33.780097999999995,151.1688
434,MANLY,"13/36 Osborne Road, Manly",3,u,Apartment / Unit / Flat,2025000.0,Private Treaty,Etch Real Estate,18/05/2018,2095,15863,10.8,1,7,0,-33.804829999999995,151.288422
435,MANLY VALE,"53 Kenneth Road, Manly Vale",4,h,House,1830000.0,Auction,Raine & Horne Manly,18/05/2018,2093,6167,10.8,0,3,0,-33.785990000000005,151.261246
436,MAROUBRA,"8 Donovan Avenue, Maroubra",4,h,House,2550000.0,others,Laing+Simmons Double Bay,18/05/2018,2035,30686,9.4,0,7,0,-33.94514470000001,151.228134
437,MARSFIELD,"94/188-190 Balaclava Road, Marsfield",2,u,Apartment / Unit / Flat,773000.0,others,Ray White North Ryde | Macquarie Park,18/05/2018,2122,13295,13.9,0,1,0,-33.7774467,151.1065
438,MARSFIELD,"17/19 Taranto Road, Marsfield",2,t,Townhouse,742500.0,Private Treaty,NNW Property,18/05/2018,2122,13295,13.9,0,1,0,-33.7662659,151.108826
439,MARSFIELD,"94/188-190 Balaclava Road, Marsfield",2,u,Apartment / Unit / Flat,773000.0,others,Ray White North Ryde | Macquarie Park,18/05/2018,2122,13295,13.9,0,1,0,-33.7774467,151.1065
440,MARSFIELD,"17/19 Taranto Road, Marsfield",2,t,Townhouse,742500.0,Private Treaty,NNW Property,18/05/2018,2122,13295,13.9,0,1,0,-33.7662659,151.108826
441,MOSMAN,"10/73 Spit Road, Mosman",2,u,Apartment / Unit / Flat,1100000.0,Private Treaty,Latham Cusack Property,18/05/2018,2088,28476,5.4,0,9,0,-33.82139,151.24414099999998
442,MOSMAN,"12B Prince Street, Mosman",3,h,House,2550000.0,Auction,Di Jones Lower North Shore Mosman,18/05/2018,2088,28476,5.4,0,9,0,-33.827197999999996,151.236511
443,MOSMAN,"77 Hale Road, Mosman",3,h,House,2450000.0,others,Richardson & Wrench North Sydney,18/05/2018,2088,28476,5.4,0,9,0,-33.8215523,151.234283
444,NARRABEEN,"2/211 Ocean Street, Narrabeen",3,u,Apartment / Unit / Flat,2725000.0,Private Treaty,Chedid Property,18/05/2018,2101,8212,17.6,0,2,0,-33.705806700000004,151.304047
445,NEUTRAL BAY,"6/341 Alfred Street, Neutral Bay",1,u,Apartment / Unit / Flat,535000.0,others,Mosman First National,18/05/2018,2089,10483,4.2,0,2,0,-33.8369026,151.212021
446,NEWPORT,"3/35 Gladstone Street, Newport",2,u,Apartment / Unit / Flat,812000.0,Private Treaty,Wiseberry Mona Vale,18/05/2018,2106,9303,24.9,0,1,0,-33.6586151,151.314072
447,NEWTOWN,"11 Albert Street, Newtown",2,h,House,1250000.0,Private Treaty,Ray White Surry Hills | Alexandria | Glebe | Erskineville,18/05/2018,2042,15025,4.1,0,6,0,-33.8957443,151.17363
448,NEWTOWN,"71 Bedford Street, Newtown",1,h,House,860000.0,Private Treaty,Raine & Horne Newtown,18/05/2018,2042,15025,4.1,0,6,0,-33.8968277,151.175034
449,NORMANHURST,"35A Nepean Avenue, Normanhurst",3,h,House,1100000.0,Private Treaty,Ray White Pennant Hills,18/05/2018,2076,5290,19.2,0,3,0,-33.72782,151.094742
450,NORTH BALGOWLAH,"58 Woodbine Street, North Balgowlah",4,h,House,1900000.0,others,Rowe Partners Real Estate,18/05/2018,2093,3664,9.8,0,1,0,-33.7856941,151.248886
451,NORTH CURL CURL,"5 Blackwood  Road, North Curl Curl",4,h,House,1770000.0,others,Cunninghams Real Estate,18/05/2018,2099,4113,14.3,0,2,0,-33.7632027,151.29446399999998
452,NORTH CURL CURL,"6/64 Pitt Road, North Curl Curl",1,u,Apartment / Unit / Flat,725000.0,Auction, Upstate ,18/05/2018,2099,4113,14.3,0,2,0,-33.762336700000006,151.295166
453,NORTH MANLY,"96 William Street, North Manly",3,h,House,1635000.0,Private Treaty,Clarke & Humel Property,18/05/2018,2100,3089,11.7,0,0,0,-33.76967,151.27681
454,NORTH MANLY,"10 Robert Avenue, North Manly",6,h,House,2190000.0,others,Rowe Partners Real Estate,18/05/2018,2100,3089,11.7,0,0,0,-33.76905,151.26951599999998
455,NORTH RYDE,"10A Ruse Street, North Ryde",4,u,Duplex,1375000.0,Private Treaty,Ray White North Ryde | Macquarie Park,18/05/2018,2113,10857,10.9,0,6,0,-33.789134999999995,151.11175500000002
456,NORTH RYDE,"10A Ruse Street, North Ryde",4,u,Duplex,1375000.0,Private Treaty,Ray White North Ryde | Macquarie Park,18/05/2018,2113,10857,10.9,0,6,0,-33.789134999999995,151.11175500000002
457,NORTHBRIDGE,"4 Dalmeny Road, Northbridge",5,h,House,4800000.0,Private Treaty,Richardson & Wrench Northbridge,18/05/2018,2063,6348,6.3,0,3,0,-33.807537100000005,151.22808799999999
458,PARKLEA,"79 Sentry Drive, Parklea",6,h,House,1190000.0,Private Treaty,LJ Hooker Stanhope Gardens,18/05/2018,2768,3471,30.4,0,0,0,-33.72484,150.918076
459,PENNANT HILLS,"11 Albion Street, Pennant Hills",5,h,House,1530000.0,Private Treaty,The Agency North,18/05/2018,2120,7286,19.0,0,4,0,-33.7365723,151.077042
460,PENNANT HILLS,"11 Albion Street, Pennant Hills",5,h,House,1530000.0,Private Treaty,The Agency North,18/05/2018,2120,7286,19.0,0,4,0,-33.7365723,151.077042
461,POTTS POINT,"32/1 McDonald Street, Potts Point",1,u,Apartment / Unit / Flat,775000.0,Private Treaty,Ray White Elizabeth Bay,18/05/2018,2011,9425,1.7,0,2,0,-33.86823,151.224472
462,POTTS POINT,"32/1 McDonald Street, Potts Point",1,u,Apartment / Unit / Flat,775000.0,Private Treaty,Ray White Elizabeth Bay,18/05/2018,2011,9425,1.7,0,2,0,-33.86823,151.224472
463,QUEENS PARK,"42 Edmund Street, Queens Park",3,h,House,2455000.0,others,Richardson & Wrench Bondi Junction,18/05/2018,2022,3066,5.5,0,0,0,-33.90177,151.252625
464,QUEENSCLIFF,"315/168 Queenscliff Road, Queenscliff",1,u,Apartment / Unit / Flat,780100.0,Private Treaty,Stone Real Estate Manly,18/05/2018,2096,3377,11.8,0,0,0,-33.7822227,151.28009
465,RANDWICK,"1 Farnham Avenue, Randwick",5,h,House,3310000.0,Auction,McGrath Coogee,18/05/2018,2031,29990,6.0,3,13,0,-33.91403579999999,151.246979
466,RANDWICK,"89 Market Street, Randwick",3,h,House,2100000.0,others,Phillips Pantzer Donnelley,18/05/2018,2031,29990,6.0,3,13,0,-33.9076843,151.24478100000002
467,REDFERN,"501/1 Marian Street, Redfern",2,u,Apartment / Unit / Flat,1180000.0,Private Treaty,BresicWhitney Darlinghurst,18/05/2018,2016,13213,2.9,0,3,0,-33.89317,151.198288
468,RODD POINT,"1 Howley Street, Rodd Point",4,h,House,1680000.0,Private Treaty,Cobden & Hayson Drummoyne,18/05/2018,2046,1381,6.0,0,0,0,-33.86588,151.140274
469,ROSE BAY,"4/24 Spencer Street, Rose Bay",3,u,Apartment / Unit / Flat,1800000.0,others,JT Allen Real Estate,18/05/2018,2029,10051,5.7,0,6,0,-33.87014,151.274155
470,ROSEBERY,"19/1 Primrose  Avenue, Rosebery",2,u,Apartment / Unit / Flat,1073277.0,others,MGM MARTIN,18/05/2018,2018,10116,5.9,0,2,0,-33.914772,151.205841
471,ROSEBERY,"15/37 Morley Avenue, Rosebery",2,u,Apartment / Unit / Flat,971000.0,Auction,McGrath Maroubra,18/05/2018,2018,10116,5.9,0,2,0,-33.9147453,151.20126299999998
472,ROSEBERY,"801/97 Dalmeny Avenue, Rosebery",3,u,Apartment / Unit / Flat,1300000.0,Private Treaty,MGM MARTIN,18/05/2018,2018,10116,5.9,0,2,0,-33.9134636,151.2095
473,ROSEBERY,"112 Tweedmouth Avenue, Rosebery",3,h,House,1480000.0,Private Treaty,Laing Real Estate,18/05/2018,2018,10116,5.9,0,2,0,-33.9221954,151.21086100000002
474,ROSEVILLE CHASE,"9 Malga Avenue, Roseville Chase",4,h,House,1900000.0,Private Treaty,McGrath Castle Cove,18/05/2018,2069,1615,9.9,0,0,0,-33.7787857,151.200684
475,RYDALMERE,"12/502 Victoria Road, Rydalmere",3,t,Townhouse,750000.0,Private Treaty,McGrath Castle Hill,18/05/2018,2116,6640,16.4,0,2,0,-33.813340000000004,151.050873
476,RYDE,"21 John Miller Street, Ryde",2,h,House,1300000.0,Auction,McGrath Ryde,18/05/2018,2112,26501,11.2,1,9,0,-33.8094521,151.125381
477,RYDE,"21 John Miller Street, Ryde",2,h,House,1300000.0,Auction,McGrath Ryde,18/05/2018,2112,26501,11.2,1,9,0,-33.8094521,151.125381
478,ST IVES,"4 Aronia Avenue, St Ives",3,h,House,1900000.0,Auction,Richardson & Wrench St Ives,18/05/2018,2075,17301,15.8,0,10,0,-33.7222061,151.177109
479,TAMARAMA,"11/49-51 Fletcher Street, Tamarama",4,Penthouse,Penthouse,3875000.0,others,LJ Hooker Double Bay Group,18/05/2018,2026,1622,6.9,0,0,0,-33.8976479,151.2712
480,TURRAMURRA,"2/1316 Pacific Highway, Turramurra",2,u,Apartment / Unit / Flat,662000.0,Private Treaty,McGrath Wahroonga,18/05/2018,2074,11922,16.5,0,3,0,-33.7342453,151.13147
481,WAITARA,"2702/32 Orara Street, Waitara",1,u,Apartment / Unit / Flat,512000.0,Private Treaty,McGrath Hornsby,18/05/2018,2077,5939,19.9,0,2,0,-33.70695,151.1052
482,WARRAWEE,"54/1-3 Cherry Street, Warrawee",2,u,Apartment / Unit / Flat,797000.0,Private Treaty,Chadwick Real Estate Turramurra,18/05/2018,2074,2998,17.7,0,0,0,-33.7307625,151.125229
483,WATERLOO,"C20/356 George  Street, Waterloo",2,u,Apartment / Unit / Flat,960000.0,Private Treaty,Richardson & Wrench Alexandria | Waterloo,18/05/2018,2017,14621,3.7,0,0,0,-33.902626,151.203171
484,WAVERTON,"3/25 King Street, Waverton",2,u,Apartment / Unit / Flat,1200000.0,Private Treaty,Belle Property Neutral Bay,18/05/2018,2060,3026,3.2,0,0,0,-33.8358536,151.197067
485,WERRINGTON COUNTY,"91 Rugby Street, Werrington County",4,h,House,725000.0,Private Treaty,Jim Aitken & Partners Penrith,18/05/2018,2747,3646,44.2,0,0,0,-33.748290000000004,150.741333
486,WESTLEIGH,"19 The Sanctuary, Westleigh",4,h,House,1600000.0,others,DiJones Real Estate,18/05/2018,2120,4457,21.3,0,0,0,-33.71966,151.074432
487,WESTLEIGH,"15 Euroka Road, Westleigh",5,h,House,1300000.0,Private Treaty,Ray White Pennant Hills,18/05/2018,2120,4457,21.3,0,0,0,-33.7221756,151.0687
488,WESTLEIGH,"19 The Sanctuary, Westleigh",4,h,House,1600000.0,others,DiJones Real Estate,18/05/2018,2120,4457,21.3,0,0,0,-33.71966,151.074432
489,WESTLEIGH,"15 Euroka Road, Westleigh",5,h,House,1300000.0,Private Treaty,Ray White Pennant Hills,18/05/2018,2120,4457,21.3,0,0,0,-33.7221756,151.0687
490,WOLLSTONECRAFT,"Unit 2/1 Christie St, Wollstonecraft",2,u,Apartment / Unit / Flat,1500000.0,Private Treaty,Northside Realtors,18/05/2018,2065,8323,4.4,0,0,0,-33.82734,151.19725
491,ABBOTSBURY,"24 Heysen Street, Abbotsbury",5,h,House,1062500.0,Auction,Ozway Realty,19/05/2018,2176,4251,31.3,0,0,0,-33.86683,150.869186
492,ABBOTSFORD,"1/182 Hampden Road, Abbotsford",2,t,Townhouse,1100000.0,Private Treaty,Cobden & Hayson ,19/05/2018,2046,5377,7.4,0,1,0,-33.855117799999995,151.1317
493,ABBOTSFORD,"1/182 Hampden Road, Abbotsford",2,t,Townhouse,1100000.0,Private Treaty,Cobden & Hayson ,19/05/2018,2046,5377,7.4,0,1,0,-33.855117799999995,151.1317
494,ARTARMON,"2 Drake Street, Artarmon",3,h,House,1900000.0,others,Laing+Simmons Artarmon,19/05/2018,2064,9525,6.7,0,1,0,-33.8056068,151.183289
495,ARTARMON,"2 Drake Street, Artarmon",3,h,House,1900000.0,others,Laing+Simmons Artarmon,19/05/2018,2064,9525,6.7,0,1,0,-33.8056068,151.183289
496,ASHFIELD,"3/155 Norton Street, Ashfield",2,u,Apartment / Unit / Flat,860000.0,Auction,Belle Property Ashfield,19/05/2018,2131,23839,7.9,0,6,0,-33.8890648,151.120422
497,ASHFIELD,"76 Norton Street, Ashfield",3,h,House,1590000.0,Auction,Rich & Oliva,19/05/2018,2131,23839,7.9,0,6,0,-33.89002,151.123688
498,ASHFIELD,"7 Margaret Street, Ashfield",4,h,House,1870000.0,Auction,Belle Property Annandale,19/05/2018,2131,23839,7.9,0,6,0,-33.8818054,151.123886
499,ASQUITH,"Lot 17/325 PEATS FERRY ROAD, Asquith",2,u,Apartment / Unit / Flat,685000.0,Private Treaty,A Plus Realty,19/05/2018,2077,3378,21.9,0,3,0,-33.690059999999995,151.104828
