   ,SUBURB           ,ADDRESS                                                           ,bedroom_count,Type          ,dwelling_type          ,sold_price,Method        ,agency_name                                                  ,Date Sold ,postcode,Population,Distance from CBD,Hospital,School,Super Market,latitude           ,longitude
264,RYDE             ,"9/5 Isabel Street, Ryde"                                         ,2            ,u             ,Apartment / Unit / Flat,596000.0  ,Private Treaty,PropertyCircle                                               ,16/05/2018,2112    ,26501     ,11.2             ,1       ,9     ,0           ,-33.80953          ,151.107834
265,RYDE             ,"B5001/16 Constitution Road, Ryde"                                ,1            ,u             ,Apartment / Unit / Flat,615000.0  ,Private Treaty,Ray White Rhodes                                             ,16/05/2018,2112    ,26501     ,11.2             ,1       ,9     ,0           ,-33.8188744        ,151.095444
266,RYDE             ,"277 Quarry Road, Ryde"                                           ,3            ,h             ,House                  ,1170800.0 ,Private Treaty,Snowden Parkes Real Estate                                   ,16/05/2018,2112    ,26501     ,11.2             ,1       ,9     ,0           ,-33.7968674        ,151.10433999999998
267,RYDE             ,"9/5 Isabel Street, Ryde"                                         ,2            ,u             ,Apartment / Unit / Flat,596000.0  ,Private Treaty,PropertyCircle                                               ,16/05/2018,2112    ,26501     ,11.2             ,1       ,9     ,0           ,-33.80953          ,151.107834
268,ST IVES          ,"6 Warrimoo Avenue, St Ives"                                      ,5            ,h             ,House                  ,2320000.0 ,Private Treaty,Ray White Upper North Shore                                  ,16/05/2018,2075    ,17301     ,15.8             ,0       ,10    ,0           ,-33.723938000000004,151.151184
269,STANMORE         ,"80 Albany Road, Stanmore"                                        ,2            ,h             ,House                  ,1700000.0 ,Private Treaty,Cobden & Hayson Annandale                                    ,16/05/2018,2048    ,7940      ,5.1              ,0       ,4     ,0           ,-33.89046          ,151.166977
270,SURRY HILLS      ,"302/1 Poplar Street, Surry Hills"                                ,1            ,u             ,Studio                 ,527000.0  ,Private Treaty,Oz Combined Realty                                           ,16/05/2018,2010    ,16416     ,2.5              ,0       ,7     ,0           ,-33.8783875        ,151.212524
271,SURRY HILLS      ,"302/1 Poplar Street, Surry Hills"                                ,1            ,u             ,Studio                 ,527000.0  ,Private Treaty,Oz Combined Realty                                           ,16/05/2018,2010    ,16416     ,2.5              ,0       ,7     ,0           ,-33.8783875        ,151.212524
272,TELOPEA          ,"36 Leamington Road, Telopea"                                     ,6            ,h             ,House                  ,1315000.0 ,Private Treaty,Richardson & Wrench Ryde City                                ,16/05/2018,2117    ,5432      ,16.9             ,0       ,1     ,0           ,-33.797123         ,151.039017
273,WARRIEWOOD       ,"44/30 Macpherson Street, Warriewood"                             ,3            ,t             ,Townhouse              ,1050000.0 ,Private Treaty,LJ Hooker Narrabeen                                          ,16/05/2018,2102    ,7499      ,20.6             ,0       ,0     ,0           ,-33.6828461        ,151.288681
274,WEST PYMBLE      ,"34 Todman Avenue, West Pymble"                                   ,4            ,h             ,House                  ,1800000.0 ,Private Treaty,LJ Hooker Turramurra|Pymble                                  ,16/05/2018,2073    ,5299      ,14.0             ,0       ,0     ,0           ,-33.7583427        ,151.125549
275,WEST RYDE        ,"605/15 Chatham Road, West Ryde"                                  ,2            ,u             ,Apartment / Unit / Flat,830000.0  ,Private Treaty,Daly & Bernar                                                ,16/05/2018,2114    ,13397     ,12.8             ,0       ,0     ,0           ,-33.8056068        ,151.0879
276,WEST RYDE        ,"605/15 Chatham Road, West Ryde"                                  ,2            ,u             ,Apartment / Unit / Flat,830000.0  ,Private Treaty,Daly & Bernar                                                ,16/05/2018,2114    ,13397     ,12.8             ,0       ,0     ,0           ,-33.8056068        ,151.0879
277,ALEXANDRIA       ,"10/11-17 Wyndham Street, Alexandria"                             ,1            ,u             ,Apartment / Unit / Flat,710000.0  ,others        ,Raine & Horne Newtown                                        ,17/05/2018,2015    ,8264      ,3.5              ,0       ,3     ,0           ,-33.895607         ,151.197708
278,ALEXANDRIA       ,"10/11-17 Wyndham Street, Alexandria"                             ,1            ,u             ,Apartment / Unit / Flat,710000.0  ,others        ,Raine & Horne Newtown                                        ,17/05/2018,2015    ,8264      ,3.5              ,0       ,3     ,0           ,-33.895607         ,151.197708
279,ASHFIELD         ,"8/17 Loftus Street, Ashfield"                                    ,1            ,u             ,Apartment / Unit / Flat,455000.0  ,Private Treaty,LJ Hooker Ashfield                                           ,17/05/2018,2131    ,23839     ,7.9              ,0       ,6     ,0           ,-33.88319          ,151.132629
280,AVALON BEACH     ,"2/17-19 Old Barrenjoey Road, Avalon Beach"                       ,2            ,u             ,Apartment / Unit / Flat,777500.0  ,Private Treaty,Belle Property Avalon                                        ,17/05/2018,2107    ,9908      ,28.1             ,0       ,4     ,0           ,-33.63787          ,151.328033
281,AVALON BEACH     ,"2/17-19 Old Barrenjoey Road, Avalon Beach"                       ,2            ,u             ,Apartment / Unit / Flat,777500.0  ,Private Treaty,Belle Property Avalon                                        ,17/05/2018,2107    ,9908      ,28.1             ,0       ,4     ,0           ,-33.63787          ,151.328033
282,BALGOWLAH        ,"59 Wanganella Street, Balgowlah"                                 ,3            ,h             ,House                  ,1850000.0 ,Private Treaty,Cunninghams Real Estate                                      ,17/05/2018,2093    ,7963      ,9.6              ,0       ,4     ,0           ,-33.7955475        ,151.257446
283,BALGOWLAH        ,"147 A Balgowlah Road, Balgowlah"                                 ,3            ,h             ,House                  ,1669000.0 ,Auction       ,LJ Hooker Balgowlah                                          ,17/05/2018,2093    ,7963      ,9.6              ,0       ,4     ,0           ,-33.7909737        ,151.268875
284,BALGOWLAH        ,"59 Wanganella Street, Balgowlah"                                 ,3            ,h             ,House                  ,1850000.0 ,Private Treaty,Cunninghams Real Estate                                      ,17/05/2018,2093    ,7963      ,9.6              ,0       ,4     ,0           ,-33.7955475        ,151.257446
285,BLACKTOWN        ,"7 Burdett Crescent, Blacktown"                                   ,3            ,h             ,House                  ,705000.0  ,Auction       ,Starr Partners Blacktown                                     ,17/05/2018,2148    ,47172     ,29.6             ,1       ,20    ,0           ,-33.769546500000004,150.89119
286,BONDI            ,"62 Edward Street, Bondi"                                         ,4            ,h             ,House                  ,3200000.0 ,others        ,Phillips Pantzer Donnelley                                   ,17/05/2018,2026    ,10049     ,5.9              ,0       ,4     ,0           ,-33.8912468        ,151.265747
287,BONDI            ,"10/26 Ocean Street North, Bondi"                                 ,2            ,u             ,Apartment / Unit / Flat,1400000.0 ,Auction       ,Ray White Double Bay                                         ,17/05/2018,2026    ,10049     ,5.9              ,0       ,4     ,0           ,-33.89202          ,151.263168
288,BONDI            ,"2/38 Flood  Street, Bondi"                                       ,2            ,u             ,Apartment / Unit / Flat,885000.0  ,Private Treaty,Belle Property Bondi Junction                                ,17/05/2018,2026    ,10049     ,5.9              ,0       ,4     ,0           ,-33.8919334        ,151.259354
289,BONDI BEACH      ,"16/65-75 Brighton Boulevard, Bondi Beach"                        ,2            ,u             ,Apartment / Unit / Flat,1609000.0 ,Auction       ,Raine & Horne Double Bay                                     ,17/05/2018,2026    ,11653     ,6.8              ,0       ,3     ,0           ,-33.888767200000004,151.280762
290,BONDI JUNCTION   ,"2/6 Council Street, Bondi Junction"                              ,2            ,u             ,Apartment / Unit / Flat,1225000.0 ,Private Treaty,McGrath Double Bay                                           ,17/05/2018,2022    ,9440      ,4.7              ,0       ,2     ,0           ,-33.8936539        ,151.255447
291,BONDI JUNCTION   ,"2/6 Council  Street, Bondi Junction"                             ,3            ,u             ,Apartment / Unit / Flat,1225000.0 ,Auction       ,Laing+Simmons Bondi Junction                                 ,17/05/2018,2022    ,9440      ,4.7              ,0       ,2     ,0           ,-33.8936539        ,151.255447
